pair_id	log_read_support	sample_count	is_interchromosomal	log_genomic_distance	hic_feature
Slc37a3:Parp12	0.6931471805599453		0	12.284999346083975	
Slc4a7:Psmd1	0.6931471805599453		1	0.0	0.753487228731832
Slc7a2:Mtus1	0.6931471805599453		0	11.136149849324493	2.1774594460039265
Slc7a8:Gch1	0.6931471805599453		0	15.834776978349677	0.7662189631143803
Slc9a7:Amn1	0.6931471805599453		1	0.0	
Smad3:Pnrc1	0.6931471805599453		1	0.0	1.2728502410598883
Smad4:Dym	0.6931471805599453		0	14.089348744505394	0.6959414885113566
Smg1:Picalm	0.6931471805599453		0	17.14298457555282	0.5163264587980914
Smu1:Chmp5	0.6931471805599453		0	12.157328730291244	
Snapc3:N4bp2l2	0.6931471805599453		1	0.0	
Snd1:Lmf1	0.6931471805599453		1	0.0	0.5598093992560444
Snd1:Mkln1	0.6931471805599453		0	14.707717591821945	1.213471047555276
Snrnp200:Kansl2	0.6931471805599453		1	0.0	1.4647877111944219
Snrpd3:Ankrd40	0.6931471805599453		1	0.0	1.2189214207789432
Snx5:Ctsc	0.6931471805599453		1	0.0	1.1301275386416543
Soat1:Topbp1	0.6931471805599453		1	0.0	0.7327489113209285
Sorl1:Mthfs	0.6931471805599453		0	17.66687310218376	0.7118640937753814
Sp100:A630001G21Rik	0.6931471805599453		0	8.865876285425417	
Spaca6:4933404O12Rik	0.6931471805599453		1	0.0	1.0249946475127116
Spast:Memo1	0.6931471805599453		0	10.679757308488831	
Spg11:Eif2s2	0.6931471805599453		0	17.304855071402347	0.9689309781066611
Spg21:Acadm	0.6931471805599453		1	0.0	0.5809350919512477
Sppl2a:Psma3	0.6931471805599453		1	0.0	0.8514550898556055
Sptlc2:Azi2	0.6931471805599453		1	0.0	0.6136521175728749
Sptlc2:Ylpm1	0.6931471805599453		0	14.61954773836786	1.272380839538621
Srek1:Tcp1	0.6931471805599453		1	0.0	0.5483938312137189
Srpk1:Esd	0.6931471805599453		1	0.0	0.9159132906706731
Ssh1:Acadm	0.6931471805599453		1	0.0	0.5381539203480434
Ssh1:Ifi204	0.6931471805599453		1	0.0	1.5463625403189187
St18:Nrf1	0.6931471805599453		1	0.0	0.843737653002424
St3gal1:Rab5c	0.6931471805599453		1	0.0	2.294387909106098
St8sia4:Fam174a	1.0986122886681098		0	12.438766447676212	3.5130528065623188
Stambpl1:Sgms1	0.6931471805599453		0	14.404694024662177	1.0522738575929322
Stau2:Eloc	0.6931471805599453		0	11.70860737346602	
Stimate:Tkt	0.6931471805599453		0	12.432694141776214	3.3000498403026484
Stk10:C2cd2	0.6931471805599453		1	0.0	
Strn3:Fam180a	0.6931471805599453		1	0.0	1.1257140703032484
Strn:Fez2	0.6931471805599453		0	12.353466262022842	2.629068038632711
Stxbp1:Galk2	0.6931471805599453		0	18.34772043759363	1.1393866479575978
Stxbp3:Asb6	0.6931471805599453		1	0.0	2.71342306576714
Sympk:Tyrobp	0.6931471805599453		0	16.2424917056577	1.400416012837166
Syne3:1700028I16Rik	0.6931471805599453		1	0.0	0.5461491943104181
Syngr1:Hnrnpdl	0.6931471805599453		1	0.0	1.2068843736929276
Tanc2:Rnaset2b	0.6931471805599453		1	0.0	0.9925517076091895
Tapbp:Tap1	0.6931471805599453		0	12.461729852504476	
